Ticker,Company,Industry
MFA^B,MFA Financial Inc. Preferred Series B,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,Real Estate Investment Trusts
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,Life Insurance
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Major Banks
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,Finance: Consumer Services
MFI,mF International Limited Class A Ordinary Shares,EDP Services
MFIC,MidCap Financial Investment Corporation Common Stock,Finance/Investors Services
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,Finance/Investors Services
MFIN,Medallion Financial Corp. Common Stock,Finance: Consumer Services
MFM,MFS Municipal Income Trust Common Stock,Finance Companies
MG,Mistras Group Inc Common Stock,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,Electric Utilities: Central
MGF,MFS Government Markets Income Trust Common Stock,Trusts Except Educational Religious and Charitable
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Computer Software: Prepackaged Software
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Publishing
MGLD,The Marygold Companies Inc. Common Stock,Finance: Consumer Services
MGM,MGM Resorts International Common Stock,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MGOL,MGO Global Inc. Common Stock,Apparel
MGPI,MGP Ingredients Inc.,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Investment Managers
MGRC,McGrath RentCorp Common Stock,Diversified Commercial Services
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Investment Managers
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,
MGRM,Monogram Technologies Inc. Common Stock,Medical/Dental Instruments
MGRX,Mangoceuticals Inc. Common Stock,Misc Health and Biotechnology Services
MGTX,MeiraGTx Holdings plc Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Metagenomi Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Oil & Gas Production
MGYR,Magyar Bancorp Inc. Common Stock,Savings Institutions
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance/Investors Services
MHH,Mastech Digital Inc Common Stock,Professional Services
MHI,Pioneer Municipal High Income Fund Inc.,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Property-Casualty Insurers
MHLD,Maiden Holdings Ltd.,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,Homebuilding
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,Medical/Dental Instruments
MI,NFT Limited Class A Ordinary Share,Other Specialty Stores
MIDD,Middleby Corporation (The) Common Stock,Industrial Machinery/Components
MIGI,Mawson Infrastructure Group Inc. Common Stock,Finance: Consumer Services
MIMI,Mint Incorporation Limited Class A Ordinary Shares,
MIN,MFS Intermediate Income Trust Common Stock,Trusts Except Educational Religious and Charitable
MIND,MIND Technology Inc. Common Stock (DE),Industrial Machinery/Components
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,Investment Managers
MIR,Mirion Technologies Inc. Class A Common Stock,Industrial Machinery/Components
MIRA,MIRA Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MIRM,Mirum Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MIST,Milestone Pharmaceuticals Inc. Common Shares,Biotechnology: Pharmaceutical Preparations
MITK,Mitek Systems Inc. Common Stock,Computer peripheral equipment
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate Investment Trusts
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate Investment Trusts
MITQ,Moving iMage Technologies Inc. Common Stock,Industrial Machinery/Components
MITT,AG Mortgage Investment Trust Inc. Common Stock,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,Packaged Foods
MKDW,MKDWELL Tech Inc. Ordinary Share,Consumer Electronics/Appliances
MKDWW,MKDWELL Tech Inc. Warrants,Consumer Electronics/Appliances
MKFG,Markforged Holding Corporation Common Stock,Computer peripheral equipment
MKL,Markel Group Inc. Common Stock,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,Investment Bankers/Brokers/Service
MKZR,MacKenzie Realty Capital Inc. Common Stock,
ML,MoneyLion Inc. Class A Common Stock,Finance: Consumer Services
MLAB,Mesa Laboratories Inc. Common Stock,Industrial Machinery/Components
MLACU,Mountain Lake Acquisition Corp. Units,
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hotels/Resorts
MLEC,Moolec Science SA Ordinary Shares,Blank Checks
MLECW,Moolec Science SA Warrant,Blank Checks
MLGO,MicroAlgo Inc. Ordinary Shares,EDP Services
MLI,Mueller Industries Inc. Common Stock,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials Inc. Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink Inc. Common Stock,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company Inc. Common Stock,Real Estate
MLR,Miller Industries Inc. Common Stock,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc. Common Stock,Industrial Specialties
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Biotechnology: Pharmaceutical Preparations
MLYS,Mineralys Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MMA,Mixed Martial Arts Group Limited Ordinary Shares,Other Consumer Services
MMC,Marsh & McLennan Companies Inc. Common Stock,Specialty Insurers
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,Oil Refining/Marketing
MMM,3M Company Common Stock,Medical/Dental Instruments
MMS,Maximus Inc. Common Stock,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Investment Managers
MMYT,MakeMyTrip Limited Ordinary Shares,Transportation Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,EDP Services
MNDR,Mobile-health Network Solutions Class A Ordinary Shares,Computer Software: Prepackaged Software
MNDY,monday.com Ltd. Ordinary Shares,Computer Software: Prepackaged Software
MNKD,MannKind Corporation Common Stock,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares, Medicinal Chemicals and Botanical Products 
MNOV,Medicinova Inc Common Stock,Biotechnology: Pharmaceutical Preparations
MNPR,Monopar Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,Oil & Gas Production
MNRO,Monro Inc. Common Stock,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,Major Banks
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,Natural Gas Distribution
MNTS,Momentus Inc. Class A Common Stock,Military/Government/Technical
MNTSW,Momentus Inc. Warrant,Military/Government/Technical
MNY,MoneyHero Limited Class A Ordinary Shares,Business Services
MNYWW,MoneyHero Limited Warrants,Business Services
MO,Altria Group Inc., Medicinal Chemicals and Botanical Products 
MOB,Mobilicom Limited American Depositary Shares,Aerospace
MOBBW,Mobilicom Limited Warrants,Aerospace
MOBX,Mobix Labs Inc. Class A Common Stock,Semiconductors
MOBXW,Mobix Labs Inc Warrants,Semiconductors
MOD,Modine Manufacturing Company Common Stock,Auto Parts:O.E.M.
MODD,Modular Medical Inc. Common Stock,Medical/Dental Instruments
MODG,Topgolf Callaway Brands Corp. Common Stock,Recreational Games/Products/Toys
MODV,ModivCare Inc. Common Stock,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,Major Banks
MOGO,Mogo Inc. Common Shares,Finance: Consumer Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),Business Services
MOH,Molina Healthcare Inc Common Stock,Medical Specialities
MOLN,Molecular Partners AG American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Hello Group Inc. American Depositary Shares,Computer Software: Prepackaged Software
MORN,Morningstar Inc. Common Stock,Investment Managers
MOS,Mosaic Company (The) Common Stock,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,Consumer Specialties
MOVE,Movano Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MP,MP Materials Corp. Common Stock,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Natural Gas Distribution
MPTI,M-tron Industries Inc. Common Stock,Industrial Machinery/Components
MPU,Mega Matrix Inc. Class A Ordinary Shares,Diversified Commercial Services
MPV,Barings Participation Investors Common Stock,Finance Companies
MPW,Medical Properties Trust Inc. common stock,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,Semiconductors
MPX,Marine Products Corporation Common Stock,Marine Transportation
MQ,Marqeta Inc. Class A Common Stock,Computer Software: Prepackaged Software
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MRAM,Everspin Technologies Inc. Common Stock,Semiconductors
MRBK,Meridian Corporation Common Stock,Major Banks
MRC,MRC Global Inc. Common Stock,Industrial Machinery/Components
MRCC,Monroe Capital Corporation Common Stock,Investment Managers
MRCY,Mercury Systems Inc Common Stock,Electrical Products
MREO,Mereo BioPharma Group plc American Depositary Shares,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,EDP Services
MRK,Merck & Company Inc. Common Stock (new),Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Other Consumer Services
MRNA,Moderna Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
MRNO,Murano Global Investments PLC Ordinary Shares,Hotels/Resorts
MRNOW,Murano Global Investments PLC Warrants,Hotels/Resorts
MRNS,Marinus Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MRSN,Mersana Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MRT,Marti Technologies Inc. Class A Ordinary Shares,Rental/Leasing Companies
MRTN,Marten Transport Ltd. Common Stock,Trucking Freight/Courier Services
MRUS,Merus N.V. Common Shares,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Semiconductors
MRX,Marex Group plc Ordinary Shares,Investment Bankers/Brokers/Service
MS,Morgan Stanley Common Stock,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,
MS^Q,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.625% Non-Cumulative Preferred Stock Series Q,
MSA,MSA Safety Incorporated Common Stock,Industrial Specialties
MSAI,MultiSensor AI Holdings Inc. Common Stock,Electronic Components
MSAIW,MultiSensor AI Holdings Inc. Warrant,Electronic Components
MSB,Mesabi Trust Common Stock,Precious Metals
MSBI,Midland States Bancorp Inc. Common Stock,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Major Banks
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,Hotels/Resorts
MSCI,MSCI Inc. Common Stock,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,
MSEX,Middlesex Water Company Common Stock,Water Supply
MSFT,Microsoft Corporation Common Stock,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,Consumer Electronics/Appliances
MSPR,MSP Recovery Inc. Class A Common Stock,EDP Services
MSPRW,MSP Recovery Inc. Warrant,EDP Services
MSPRZ,MSP Recovery Inc. Warrant,EDP Services
MSS,Maison Solutions Inc. Class A Common Stock,Food Chains
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,Blank Checks
MSSAR,Metal Sky Star Acquisition Corporation Right,Blank Checks
MSSAU,Metal Sky Star Acquisition Corporation Unit,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,Computer Software: Prepackaged Software
MSW,Ming Shing Group Holdings Limited Ordinary Shares,Engineering & Construction
MT,Arcelor Mittal NY Registry Shares NEW,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Precious Metals
MTAL,MAC Copper Limited Ordinary Shares,Metal Mining
MTB,M&T Bank Corporation Common Stock,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,
MTC,MMTec Inc. Common Shares,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,Oil & Gas Production
MTEK,Maris-Tech Ltd. Ordinary Shares,Telecommunications Equipment
MTEKW,Maris-Tech Ltd. Warrants,Telecommunications Equipment
MTEN,Mingteng International Corporation Inc. Ordinary Shares,Building Products
MTEX,Mannatech Incorporated Common Stock, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Homebuilding
MTLS,Materialise NV American Depositary Shares,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,Oil & Gas Production
MTRN,Materion Corporation,Industrial Specialties
MTRX,Matrix Service Company Common Stock,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,Computer Software: Prepackaged Software
MTUS,Metallus Inc. Common Shares,Steel/Iron Ore
MTVA,MetaVia Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
MTW,Manitowoc Company Inc. (The) Common Stock,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,Major Chemicals
MTZ,MasTec Inc. Common Stock,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MULN,Mullen Automotive Inc. Common Stock,EDP Services
MUR,Murphy Oil Corporation Common Stock,Oil & Gas Production
MURA,Mural Oncology plc Ordinary Shares ,Biotechnology: Pharmaceutical Preparations
MUSA,Murphy USA Inc. Common Stock,Retail-Auto Dealers and Gas Stations
MUX,McEwen Mining Inc. Common Stock,Precious Metals
MVBF,MVB Financial Corp. Common Stock,Major Banks
MVF,Blackrock MuniVest Fund Inc. Common Stock,Investment Bankers/Brokers/Service
MVIS,MicroVision Inc. Common Stock,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,Metal Fabrications
MWG,Multi Ways Holdings Limited Ordinary Shares,Miscellaneous manufacturing industries
MX,Magnachip Semiconductor Corporation Common Stock,Semiconductors
MXC,Mexco Energy Corporation Common Stock,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,Biotechnology: Commercial Physical & Biological Resarch
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,Plastic Products
MYFW,First Western Financial Inc. Common Stock,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Investment Bankers/Brokers/Service
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance Companies
MYNA,Mynaric AG American Depository Shares,Telecommunications Equipment
MYND,Mynd.ai Inc. American Depositary Shares,Other Consumer Services
MYNZ,Mainz Biomed N.V. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
MYO,Myomo Inc. Common Stock,Industrial Specialties
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,Computer Software: Prepackaged Software
MYPSW,PLAYSTUDIOS Inc. Warrant,Computer Software: Prepackaged Software
MYRG,MYR Group Inc. Common Stock,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size Inc. Common Stock,Computer Software: Prepackaged Software
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,Catalog/Specialty Distribution
NA,Nano Labs Ltd Class A Ordinary Shares,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,Other Specialty Stores
NABL,N-able Inc. Common Stock,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock, Medicinal Chemicals and Botanical Products 
NAK,Northern Dynasty Minerals Ltd. Common Stock,Precious Metals
NAMI,Jinxin Technology Holding Company American Depositary Shares,Other Consumer Services
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Biotechnology: Pharmaceutical Preparations
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,Medical/Dental Instruments
NAT,Nordic American Tankers Limited Common Stock,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,Restaurants
NATL,NCR Atleos Corporation Common Stock,Office Equipment/Supplies/Services
NATR,Nature's Sunshine Products Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments
NAVI,Navient Corporation Common Stock,Investment Bankers/Brokers/Service
NAYA,NAYA Biosciences Inc. Common Stock,Medical/Dental Instruments
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Finance/Investors Services
NB,NioCorp Developments Ltd. Common Stock,Metal Mining
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance Companies
NBBK,NB Bancorp Inc. Common Stock,Banks
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,Major Banks
NBIS,Nebius Group N.V. Class A Ordinary Shares,Computer Software: Programming Data Processing
NBIX,Neurocrine Biosciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,Major Banks
NBR,Nabors Industries Ltd.,Oil & Gas Production
NBTB,NBT Bancorp Inc. Common Stock,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,Biotechnology: Pharmaceutical Preparations
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NC,NACCO Industries Inc. Common Stock,Coal Mining
NCA,Nuveen California Municipal Value Fund,Investment Managers
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,
NCEW,New Century Logistics (BVI) Limited Ordinary Shares,Oil Refining/Marketing
NCI,Neo-Concept International Group Holdings Limited Ordinary Shares,Apparel
NCL,Northann Corp. Common Stock,Plastic Products
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,Advertising
NCNA,NuCana plc American Depositary Share,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,Finance: Consumer Services
NCPLW,Netcapital Inc. Warrants,Finance: Consumer Services
NCRA,Nocera Inc. Common Stock,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings Inc. Common Stock,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,Finance: Consumer Services
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,
NDAQ,Nasdaq Inc. Common Stock,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,Trusts Except Educational Religious and Charitable
NDRA,ENDRA Life Sciences Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,Banks
NEE,NextEra Energy Inc. Common Stock,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,
NEE^S,NextEra Energy Inc. 7.299% Corporate Units,
NEE^T,NextEra Energy Inc. 7.234% Corporate Units,
NEGG,Newegg Commerce Inc. Common Shares,Other Specialty Stores
NEHC,New Era Helium Inc Common Stock,Oil & Gas Production
NEHCW,New Era Helium Inc Warrants,Oil & Gas Production
NEM,Newmont Corporation,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Building operators
NEO,NeoGenomics Inc. Common Stock,Precision Instruments
NEOG,Neogen Corporation Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,Industrial Machinery/Components
NEOVW,NeoVolta Inc. Warrant,Industrial Machinery/Components
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp Ordinary Shares,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp Warrants,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,Computer Software: Prepackaged Software
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,
NETDU,Nabors Energy Transition Corp. II Unit,
NETDW,Nabors Energy Transition Corp. II Warrant,
NEU,NewMarket Corp Common Stock,Major Chemicals
NEUE,NeueHealth Inc. Common Stock,Medical Specialities
NEUP,Neuphoria Therapeutics Inc. Common Stock,
NEWP,New Pacific Metals Corp. Common Shares,Precious Metals
NEWT,NewtekOne Inc. Common Stock,Major Banks
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,
NEWTH,NewtekOne Inc. 8.625% Fixed Rate Senior Notes due 2029,Major Banks
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,Major Banks
