Ticker,Company,Industry,MarketCap
SVCO,Silvaco Group Inc. Common Stock,Technology,278938135
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,Finance,0
SVIIR,Spring Valley Acquisition Corp. II Rights,,0
SVIIU,Spring Valley Acquisition Corp. II Unit,Finance,0
SVIIW,Spring Valley Acquisition Corp. II Warrant,Finance,0
SVRA,Savara Inc. Common Stock,Health Care,471952096
SVT,Servotronics Inc. Common Stock,Consumer Discretionary,28052408
SVV,Savers Value Village Inc. Common Stock,Consumer Discretionary,1782986220
SWAG,Stran & Company Inc. Common Stock,Consumer Discretionary,18607329
SWAGW,Stran & Company Inc. Warrant,Consumer Discretionary,500537
SWBI,Smith & Wesson Brands Inc. Common Stock,Industrials,465988625
SWI,SolarWinds Corporation Common Stock,Technology,2473290245
SWIM,Latham Group Inc. Common Stock,Industrials,813997008
SWK,Stanley Black & Decker Inc. Common Stock,Consumer Discretionary,13591087132
SWKH,SWK Holdings Corporation Common Stock,Finance,199523867
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,,314638496
SWKS,Skyworks Solutions Inc. Common Stock,Technology,14584763189
SWTX,SpringWorks Therapeutics Inc. Common Stock,Health Care,2689812332
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,5285355874
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,Finance,0
SXC,SunCoke Energy Inc. Common Stock,Industrials,857741735
SXI,Standex International Corporation Common Stock,Industrials,2305549857
SXT,Sensient Technologies Corporation Common Stock,Industrials,3221961307
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,Health Care,2054393
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,Health Care,68924
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,2205956025
SYBX,Synlogic Inc. Common Stock,Health Care,16725436
SYF,Synchrony Financial Common Stock,Finance,27499393771
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,,
SYK,Stryker Corporation Common Stock,Health Care,1.50E+11
SYM,Symbotic Inc. Class A Common Stock,Industrials,18433217320
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,3339271142
SYPR,Sypris Solutions Inc. Common Stock,Industrials,49036881
SYRA,Syra Health Corp. Class A Common Stock,Consumer Discretionary,4952590
SYRE,Spyre Therapeutics Inc. Common Stock,Health Care,1110914352
SYRS,Syros Pharmaceuticals Inc. Common Stock,Health Care,5669698
SYY,Sysco Corporation Common Stock,Consumer Discretionary,36728975497
T,AT&T Inc.,Telecommunications,1.63E+11
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,
TACT,TransAct Technologies Incorporated Common Stock,Technology,44345882
TAIT,Taitron Components Incorporated Class A Common Stock,Technology,15895915
TALK,Talkspace Inc. Common Stock,Health Care,540552925
TALKW,Talkspace Inc. Warrant,Health Care,22872146
TALO,Talos Energy Inc. Common Stock,Energy,1833805983
TARA,Protara Therapeutics Inc.  Common Stock,Health Care,93452867
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care,1864709597
TASK,TaskUs Inc. Class A Common Stock,Technology,1486077798
TAVI,Tavia Acquisition Corp. Ordinary Shares,Finance,0
TAVIR,Tavia Acquisition Corp. Right,Finance,0
TAVIU,Tavia Acquisition Corp. Unit,Finance,0
TAYD,Taylor Devices Inc. Common Stock,Industrials,104247587
TBB,AT&T Inc. 5.350% Global Notes due 2066,Telecommunications,1.72E+11
TBBK,The Bancorp Inc Common Stock,Finance,2663107643
TBCH,Turtle Beach Corporation Common Stock,Telecommunications,368254784
TBI,TrueBlue Inc. Common Stock,Consumer Discretionary,232628858
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Finance,541542185
TBMC,Trailblazer Merger Corporation I Class A Common Stock,Finance,0
TBMCR,Trailblazer Merger Corporation I Rights,Finance,0
TBNK,Territorial Bancorp Inc. Common Stock,Finance,80284789
TBRG,TruBridge Inc. Common Stock,Technology,347903475
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,3579095778
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,964900192
TCBK,TriCo Bancshares Common Stock,Finance,1442005052
TCBS,Texas Community Bancshares Inc. Common Stock,Finance,48604171
TCBX,Third Coast Bancshares Inc. Common Stock,Finance,501886326
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate,248293942
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,417309378
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,801133014
TCRT,Alaunos Therapeutics Inc. Common Stock,Health Care,2914279
TCRX,TScan Therapeutics Inc. Common Stock,Health Care,134493897
TDACU,Translational Development Acquisition Corp. Units,,0
TDC,Teradata Corporation Common Stock,Technology,3057615000
TDF,Templeton Dragon Fund Inc. Common Stock,Finance,0
TDG,Transdigm Group Incorporated Common Stock,Industrials,75451139735
TDOC,Teladoc Health Inc. Common Stock,Health Care,1737162235
TDS,Telephone and Data Systems Inc. Common Shares,Telecommunications,4056700000
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,
TDUP,ThredUp Inc. Class A Common Stock,Consumer Discretionary,246854027
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,2892415219
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,23972699946
TECH,Bio-Techne Corp Common Stock,Health Care,12242613190
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,74734477
TECX,Tectonic Therapeutic Inc. Common Stock,Health Care,689540684
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,0
TELA,TELA Bio Inc. Common Stock,Health Care,105167143
TELO,Telomir Pharmaceuticals Inc. Common Stock,Health Care,148937364
TEM,Tempus AI Inc. Class A Common Stock,Technology,8092708106
TENB,Tenable Holdings Inc. Common Stock,Technology,5212674442
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,22294245
TER,Teradyne Inc. Common Stock,Industrials,21158961143
TERN,Terns Pharmaceuticals Inc. Common Stock,Health Care,382224848
TEX,Terex Corporation Common Stock,Industrials,3262512000
TFC,Truist Financial Corporation Common Stock,Finance,62393469328
TFC^I,Truist Financial Corporation Depositary Shares,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,
TFIN,Triumph Financial Inc. Common Stock,Finance,1837319093
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,543758515
TFSL,TFS Financial Corporation Common Stock,Finance,3556606520
TFX,Teleflex Incorporated Common Stock,Health Care,8405386979
TG,Tredegar Corporation Common Stock,Industrials,269733473
TGI,Triumph Group Inc. Common Stock,Industrials,1461147734
TGL,Treasure Global Inc. Common Stock,Consumer Discretionary,2336394
TGNA,TEGNA Inc,Industrials,2937249466
TGT,Target Corporation Common Stock,Consumer Discretionary,63182842890
TGTX,TG Therapeutics Inc. Common Stock,Health Care,4866098341
TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,987432777
THAR,Tharimmune Inc. Common Stock,Health Care,3076097
THC,Tenet Healthcare Corporation Common Stock,Health Care,12893251260
THFF,First Financial Corporation Indiana Common Stock,Finance,562901852
THG,Hanover Insurance Group Inc,Finance,5536524381
THO,Thor Industries Inc. Common Stock,Industrials,5346457893
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Finance,0
THR,Thermon Group Holdings Inc. Common Stock,Energy,994048540
THRD,Third Harmonic Bio Inc. Common Stock,Health Care,244216598
THRM,Gentherm Inc Common Stock,Consumer Discretionary,1228967357
THRY,Thryv Holdings Inc. Common Stock,Consumer Discretionary,697103215
THS,Treehouse Foods Inc. Common Stock,Consumer Staples,1782784000
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Finance,0
TIL,Instil Bio Inc. Common Stock,Health Care,152934162
TILE,Interface Inc. Common Stock,Consumer Discretionary,1426688382
TIPT,Tiptree Inc. Common Stock,Finance,740005085
TISI,Team Inc. Common Stock,Consumer Discretionary,77146162
TITN,Titan Machinery Inc. Common Stock,Consumer Discretionary,364229649
TIVC,Tivic Health Systems Inc. Common Stock,Health Care,2279786
TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,1.38E+11
TKNO,Alpha Teknova Inc. Common Stock,Health Care,428593820
TKO,TKO Group Holdings Inc. Class A Common Stock,Consumer Discretionary,26140949903
TKR,Timken Company (The) Common Stock,Industrials,5378693020
TLF,Tandy Leather Factory Inc. Common Stock,Consumer Discretionary,37564282
TLN,Talen Energy Corporation Common Stock,Utilities,12462628490
TLPH,Talphera Inc. Common Stock,Health Care,11579868
TLRY,Tilray Brands Inc. Common Stock ,Health Care,1068926922
TLS,Telos Corporation Common Stock,Technology,233065561
TLSI,TriSalus Life Sciences Inc. Common Stock,Health Care,157954450
TLSIW,TriSalus Life Sciences Inc. Warrant,Health Care,34152313
TLYS,Tilly's Inc. Common Stock,Consumer Discretionary,129050162
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,574379059
TMDX,TransMedics Group Inc. Common Stock,Health Care,2041211464
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Discretionary,19889333948
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,6780906394
TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,2.20E+11
TMP,Tompkins Financial Corporation Common Stock,Finance,965240315
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,2.54E+11
TNC,Tennant Company Common Stock,Industrials,1635516155
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,2397193418
TNET,TriNet Group Inc. Common Stock,Consumer Discretionary,4648247541
TNFA,TNF Pharmaceuticals Inc. Common Stock,Health Care,3278530
TNGX,Tango Therapeutics Inc.,Health Care,326550167
TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,3637100230
TNON,Tenon Medical Inc. Common Stock,Health Care,5520397
TNONW,Tenon Medical Inc. Warrant,Health Care,59595
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,71599178
TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care,95856824
TOI,The Oncology Institute Inc. Common Stock,Health Care,57462677
TOIIW,The Oncology Institute Inc. Warrant,Health Care,1684967
TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,13510997220
TOMZ,TOMI Environmental Solutions Inc. Common Stock,Industrials,20015205
TOON,Kartoon Studios Inc. Common Stock,Consumer Discretionary,20219701
TOST,Toast Inc. Class A Common Stock,Technology,22339440000
TOVX,Theriva Biologics Inc. Common Stock,Health Care,4062376
TOWN,TowneBank Common Stock,Finance,2601906297
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,1016870022
TPC,Tutor Perini Corporation Common Stock,Consumer Discretionary,1363304878
TPCS,TechPrecision Corporation Common stock,Industrials,31693082
TPG,TPG Inc. Class A Common Stock,Finance,25292272490
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,,9261102298
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,3493716940
TPIC,TPI Composites Inc. Common Stock,Industrials,79905309
TPL,Texas Pacific Land Corporation Common Stock,Energy,31247261535
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,17396118738
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,41464333
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Consumer Discretionary,315185646
TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,10431327901
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,2234089121
TRAK,ReposiTrak Inc. Common Stock,Technology,391880674
TRAW,Traws Pharma Inc. Common Stock,Health Care,20361978
TRC,Tejon Ranch Co Common Stock,Finance,420044547
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,480472479
TREE,LendingTree Inc. Common Stock,Finance,553856309
TREX,Trex Company Inc. Common Stock,Basic Materials,7898639683
TRGP,Targa Resources Inc. Common Stock,Utilities,45590515665
TRI,Thomson Reuters Corp Common Shares,Consumer Discretionary,73426377696
TRIN,Trinity Capital Inc. Common Stock,Finance,878874730
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,Finance,1499152941
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,Finance,1492066572
TRIP,TripAdvisor Inc. Common Stock,Technology,2460671394
TRMB,Trimble Inc. Common Stock,Industrials,19029220821
TRMK,Trustmark Corporation Common Stock,Finance,2182729948
TRML,Tourmaline Bio Inc. Common Stock,Health Care,449771379
TRN,Trinity Industries Inc. Common Stock,Industrials,3241331810
TRNO,Terreno Realty Corporation Common Stock,Finance,6481822623
TRNR,Interactive Strength Inc. Common Stock,Technology,1468907
TRNS,Transcat Inc. Common Stock,Industrials,915328062
TROW,T. Rowe Price Group Inc. Common Stock,Finance,25372833069
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,1618728821
TRS,TriMas Corporation Common Stock,Industrials,1030520215
TRST,TrustCo Bank Corp NY Common Stock,Finance,615557821
TRT,Trio-Tech International Common Stock,Technology,25671842
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,677365125
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion Common Stock,Finance,18587613000
TRUE,TrueCar Inc. Common Stock,Technology,314788275
TRUG,TruGolf Holdings Inc. Class A Common Stock,Consumer Discretionary,6657272
TRUP,Trupanion Inc. Common Stock,Health Care,2070597835
TRV,The Travelers Companies Inc. Common Stock,Finance,54906806391
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,300544930
TSBK,Timberland Bancorp Inc. Common Stock,Finance,234177051
TSBX,Turnstone Biologics Corp. Common Stock,Health Care,10639089
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,31249612798
TSE,Trinseo PLC Ordinary Shares ,Industrials,149041064
TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,311513825
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,0
TSLA,Tesla Inc. Common Stock,Consumer Discretionary,1.31E+12
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,20084990743
TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,142723415
TSSI,TSS Inc. Common Stock,Consumer Discretionary,371698061
TSVT,2seventy bio Inc. Common Stock ,Health Care,134129892
TTAN,ServiceTitan Inc. Class A Common Stock,Technology,8808914779
TTC,Toro Company (The) Common Stock,Consumer Discretionary,8707913801
TTD,The Trade Desk Inc. Class A Common Stock,Technology,59209126603
TTEC,TTEC Holdings Inc. Common Stock,Consumer Discretionary,189961002
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,10273226966
TTGT,TechTarget Inc. Common Stock,Telecommunications,1291816000
TTI,Tetra Technologies Inc. Common Stock,Energy,606326906
TTMI,TTM Technologies Inc. Common Stock,Technology,2637949930
TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,3309527
TTOO,T2 Biosystems Inc. Common Stock,Health Care,5260738
TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Discretionary,319309062
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,32577124757
TURN,180 Degree Capital Corp. Common Stock,Finance,37800533
TUSK,Mammoth Energy Services Inc. Common Stock,Energy,156895223
TVC,Tennessee Valley Authority Common Stock,Utilities,0
TVE,Tennessee Valley Authority,Utilities,0
TVGN,Tevogen Bio Holdings Inc. Common Stock,Health Care,236319183
TVGNW,Tevogen Bio Holdings Inc. Warrant,Health Care,13548967
TVTX,Travere Therapeutics Inc. Common Stock,Health Care,1585194038
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,30946879844
TWFG,TWFG Inc. Class A Common Stock,Finance,1653747716
TWI,Titan International Inc. (DE) Common Stock,Industrials,525320099
TWIN,Twin Disc Incorporated Common Stock,Industrials,160083306
TWLO,Twilio Inc. Class A Common Stock,Technology,20895461042
TWN,Taiwan Fund Inc. (The) Common Stock,Finance,0
TWO,Two Harbors Investment Corp,Real Estate,1225144489
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWST,Twist Bioscience Corporation Common Stock,Health Care,3209402711
TXG,10x Genomics Inc. Class A Common Stock,Industrials,1792816375
TXMD,TherapeuticsMD Inc. Common Stock,Health Care,50272501
TXN,Texas Instruments Incorporated Common Stock,Technology,1.69E+11
TXNM,TXNM Energy Inc. Common Stock,Utilities,4255654117
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,11911797020
TXT,Textron Inc. Common Stock,Industrials,14321494362
TY,Tri Continental Corporation Common Stock,Finance,1788689271
TY^,Tri Continental Corporation Preferred Stock,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,565263323
TYGO,Tigo Energy Inc. Common Stock,Technology,60026393
TYL,Tyler Technologies Inc. Common Stock,Technology,25333766419
TYRA,Tyra Biosciences Inc. Common Stock,Health Care,803575497
TZOO,Travelzoo Common Stock,Consumer Discretionary,245885860
TZUP,Thumzup Media Corporation Common Stock,Technology,32676163
U,Unity Software Inc. Common Stock,Technology,8991390965
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,3273175608
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,3640705234
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,34531969500
UAMY,United States Antimony Corporation Common Stock,Industrials,191937002
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Industrials,870303911
UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,11701404
UBCP,United Bancorp Inc. Common Stock,Finance,74792498
UBER,Uber Technologies Inc. Common Stock,Consumer Discretionary,1.44E+11
UBFO,United Security Bancshares Common Stock,Finance,173920490
UBSI,United Bankshares Inc. Common Stock,Finance,5192461747
UBX,Unity Biotechnology Inc. Common Stock,Health Care,40103833
UCB,United Community Banks Inc. Common Stock,Finance,3932885994
UCB^I,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-Cumulative Preferred Stock,,
UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,1665420076
UDMY,Udemy Inc. Common Stock,Real Estate,1100096684
UDR,UDR Inc. Common Stock,Real Estate,13409582325
UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,2529893490
UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,134838382
UFCS,United Fire Group Inc. Common Stock,Finance,640395221
UFI,Unifi Inc. New Common Stock,Consumer Discretionary,112891315
UFPI,UFP Industries Inc. Common Stock,Basic Materials,7089604522
UFPT,UFP Technologies Inc. Common Stock,Health Care,2061180415
UG,United-Guardian Inc. Common Stock,Consumer Discretionary,50078077
UGI,UGI Corporation Common Stock,Utilities,6509648484
UGRO,urban-gro Inc. Common Stock,Consumer Discretionary,10963697
UHAL,U-Haul Holding Company Common Stock,Consumer Discretionary,14272508885
UHG,United Homes Group Inc Class A Common Stock,Consumer Discretionary,212031621
UHGWW,United Homes Group Inc. Warrant,Consumer Discretionary,37759056
UHS,Universal Health Services Inc. Common Stock,Health Care,12254438429
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,529053498
UI,Ubiquiti Inc. Common Stock,Technology,26038586535
UIS,Unisys Corporation New Common Stock,Technology,466117391
UK,Ucommune International Ltd Ordinary Shares,Consumer Discretionary,796247
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,Consumer Discretionary,6207
ULBI,Ultralife Corporation Common Stock,Miscellaneous,133347979
ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,1897634859
ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,1194564806
ULS,UL Solutions Inc. Class A Common Stock,Health Care,10660273501
ULTA,Ulta Beauty Inc. Common Stock,Consumer Discretionary,19375837553
ULY,Urgent.ly Inc. Common Stock,Technology,6193651
UMAC,Unusual Machines Inc. Common Stock,Technology,113550566
UMBF,UMB Financial Corporation Common Stock,Finance,5906563541
UMH,UMH Properties Inc. Common Stock,Real Estate,1417829208
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,,
UNB,Union Bankshares Inc. Common Stock,Finance,139944424
UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,68445665
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,4089635214
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,1735856269
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,4.90E+11
UNIT,Uniti Group Inc. Common Stock,Real Estate,1408540919
UNM,Unum Group Common Stock,Finance,13697718469
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,4444773597
UNP,Union Pacific Corporation Common Stock,Industrials,1.51E+11
UNTY,Unity Bancorp Inc. Common Stock,Finance,479727680
UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,67546498
UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,44072893
UPB,Upstream Bio Inc. Common Stock,Health Care,556868684
UPBD,Upbound Group Inc. Common Stock,Consumer Discretionary,1617467231
UPLD,Upland Software Inc. Common Stock,Technology,117996162
UPS,United Parcel Service Inc. Common Stock,Industrials,1.14E+11
UPST,Upstart Holdings Inc. Common stock,Finance,6152418073
UPWK,Upwork Inc. Common Stock,Technology,2174095756
UPXI,Upexi Inc. Common Stock,Health Care,4455155
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,5364991408
URI,United Rentals Inc. Common Stock,Consumer Discretionary,51812805563
USA,Liberty All-Star Equity Fund Common Stock,Finance,0
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Utilities,3065998225
USAU,U.S. Gold Corp. Common Stock,Basic Materials,90698134
USB,U.S. Bancorp Common Stock,Finance,76550756255
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,,
USB^S,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock,,
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,372011850
USEG,U.S. Energy Corp. Common Stock (DE),Energy,76344758
USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,16193897659
USGO,U.S. GoldMining Inc. Common stock,Basic Materials,113743717
USGOW,U.S. GoldMining Inc. Warrant,Basic Materials,20658049
USIO,Usio Inc. Common Stock,Finance,65926712
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,3321224461
USM,United States Cellular Corporation Common Stock,Telecommunications,5424880000
USNA,USANA Health Sciences Inc. Common Stock,Health Care,654505702
USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,1347831389
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,0
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance,0
UTHR,United Therapeutics Corporation Common Stock,Health Care,16555526981
UTI,Universal Technical Institute Inc Common Stock,Real Estate,1429554288
UTL,UNITIL Corporation Common Stock,Utilities,846697566
UTMD,Utah Medical Products Inc. Common Stock,Health Care,213400730
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,1866746682
UUU,Universal Security Instruments Inc. Common Stock,Technology,5227125
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,551581466
UVSP,Univest Financial Corporation Common Stock,Finance,879419890
UVV,Universal Corporation Common Stock,Industrials,1252169200
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,9829213398
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Telecommunications,2022720000
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,1901460000
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,1898880000
V,Visa Inc.,Consumer Discretionary,6.15E+11
VABK,Virginia National Bankshares Corporation Common Stock,Finance,193352832
VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,3028543217
VACH,Voyager Acquisition Corp Class A Ordinary Shares,,0
VACHW,Voyager Acquisition Corp Warrants,Finance,0
VAL,Valaris Limited Common Shares,Energy,3484090073
VALU,Value Line Inc. Common Stock,Finance,410233879
VANI,Vivani Medical Inc. Common Stock (DE),Health Care,72858667
VATE,INNOVATE Corp. Common Stock,Industrials,140438004
VBF,Invesco Bond Fund Common Stock,Finance,0
VBFC,Village Bank and Trust Financial Corp. Common Stock,Finance,116875162
VBTX,Veritex Holdings Inc. Common Stock,Finance,1443277743
VC,Visteon Corporation Common Stock,Consumer Discretionary,2365281568
VCEL,Vericel Corporation Common Stock,Health Care,2834653371
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,,0
VCICU,Vine Hill Capital Investment Corp. Unit,,0
VCICW,Vine Hill Capital Investment Corp. Warrant,Finance,0
VCSA,Vacasa Inc. Class A Common Stock,Finance,113858015
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,4308503096
VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,517217670
VCYT,Veracyte Inc. Common Stock,Health Care,3395258746
VECO,Veeco Instruments Inc. Common Stock,Technology,1471124250
VEEA,Veea Inc. Common Stock,Finance,122405577
VEEAW,Veea Inc. Warrant,Finance,4628572
VEEE,Twin Vee PowerCats Co. Common Stock,Industrials,4455360
VEEV,Veeva Systems Inc. Class A Common Stock,Technology,36269068860
VEL,Velocity Financial Inc. Common Stock,Finance,609644296
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,2147917958
VERB,Verb Technology Company Inc. Common Stock,Consumer Discretionary,6176902
VERI,Veritone Inc. Common Stock,Technology,113960451
VERO,Venus Concept Inc. Common Stock,Health Care,2546602
VERU,Veru Inc. Common Stock,Health Care,177124543
